,title,link,description,pubDate,realDate
10,"[GAM] 환시 새 패러다임, 강달러 후폭풍 덮친다",https://www.newspim.com/news/view/20240416000938,"복병&quot;이라며 &quot;애플(AAPL)을 포함한 주요 기업들의 해외 매출에 직격탄&quot;이라고 주장했다. 글로벌 외환시장 변동성 추이 [자료=블룸버그] 애플(AAPL), 엔비디아(NVDA), 맥도날드(MDC), 화이자(PFE), 머크(MRK), 마이크론... ",2024-04,2024-04-16
11,번스타인 &quot;버핏처럼…애플 저점매수하라&quot; 평가…주가 3%↑,https://news.einfomax.co.kr/news/articleView.html?idxno=4307782,임하람 특파원 = 월가에서 애플(NAS:AAPL)의 주식을 저점매수하라는 권고가 나왔다. 이날 뉴욕증시에서... 관련 종목: 애플(NAS:AAPL투자 의견) hrlim@yna.co.kr 본 기사는 인포맥스 금융정보 단말기에서 00시 32분에 서비스된... ,2024-04,2024-04-30
12,"[美 주간탑] 엔비디아, 거래대금 60조원 1위.. 거래대금 상위 20선",https://www.itooza.com/common/iview.php?no=2024042209171538272,"이 밖에 테슬라(TSLA), 애플(AAPL), AMD(AMD), 마이크로소프트(MSFT) 등도 거래대금이 많았다. 거래대금... ※ 평균 거래대금 상위 기업(20개) 엔비디아(NVDA), 테슬라(TSLA), 애플(AAPL), AMD(AMD), 마이크로소프트... ",2024-04,2024-04-22
13,"모건스탠리, 주가 폭락 엔비디아에 &quot;여전히 매수&quot;",https://news.einfomax.co.kr/news/articleView.html?idxno=4306828,"마이크로소프트, 애플(NAS:AAPL), 메타의 주가도 오름세를 보였다. 관련 종목: 엔비디아(NAS:NVDA), 메타 플랫폼스(NAS:META), 아마존(NAS:AMZN), 마이크로소프트(NAS:MSFT), 테슬라(NAS:TSLA), 알파벳(NAS:GOOGL), 애플(NAS:AAPL) hrlim... ",2024-04,2024-04-23
14,"[美 주간탑] 엔비디아, 거래대금 50조원 1위.. 거래대금 상위 20선",https://www.itooza.com/common/iview.php?no=2024040809131088946,"이 밖에 테슬라(TSLA), AMD(AMD), 버크셔 해서웨이 A(BRK.A), 애플(AAPL) 등도 거래대금이 많았다.... ※ 평균 거래대금 상위 기업(20개) 엔비디아(NVDA), 테슬라(TSLA), AMD(AMD), 버크셔 해서웨이 A(BRK.A), 애플(AAPL)... ",2024-04,2024-04-08
15,"[美 주간탑] 엔비디아, 거래대금 49.6조원 1위.. 거래대금 상위 20선",https://www.itooza.com/common/iview.php?no=2024041509310035349,"이 밖에 테슬라(TSLA), 애플(AAPL), AMD(AMD), 버크셔 해서웨이 A(BRK.A) 등도 거래대금이 많았다.... ※ 평균 거래대금 상위 기업(20개) 엔비디아(NVDA), 테슬라(TSLA), 애플(AAPL), AMD(AMD), 버크셔 해서웨이 A(BRK.A)... ",2024-04,2024-04-15
16,[오전 주요 국제금융뉴스] (4일),https://news.einfomax.co.kr/news/articleView.html?idxno=4304637,"idxno=4304586 ▲애플, 美 앱스토어·뮤직 등 일부 서비스 일시 장애 - 애플(NAS:AAPL)의 일부 서비스가 3일... 특히 최근 5년간 주가 흐름만 보면 델이 월가 시가총액 대장주 가운데 하나인 애플(NAS:AAPL)도 앞지르는... ",2024-04,2024-04-04
17,"[美 주간탑] 엔비디아, 거래대금 66.6조원 1위.. 거래대금 상위 20선",https://www.itooza.com/common/iview.php?no=2024040108483666798,"이 밖에 테슬라(TSLA), AMD(AMD), 애플(AAPL), 버크셔 해서웨이 A(BRK.A) 등도 거래대금이 많았다.... ※ 평균 거래대금 상위 기업(20개) 엔비디아(NVDA), 테슬라(TSLA), AMD(AMD), 애플(AAPL), 버크셔 해서웨이 A(BRK.A)... ",2024-04,2024-04-01
18,"월가 &quot;애플, 저평가…헤지펀드도 눈독&quot;…주가 4% 넘게 급등",https://news.einfomax.co.kr/news/articleView.html?idxno=4305451,임하람 특파원 = 월가 최대 투자은행에서 애플(NAS:AAPL)에 대한 긍정적인 평가가 잇달아 나왔다. 애플의... 관련 종목: 애플(NAS:AAPL) hrlim@yna.co.kr 본 기사는 인포맥스 금융정보 단말기에서 05시 10분에 서비스된... ,2024-04,2024-04-12
19,"[美 주간탑] 엔비디아, 거래대금 42.4조원 1위.. 거래대금 상위 20선",https://www.itooza.com/common/iview.php?no=2024052009145118261,"이 밖에 테슬라(TSLA), 애플(AAPL), 버크셔 해서웨이 A(BRK.A), AMD(AMD) 등도 거래대금이 많았다.... ※ 평균 거래대금 상위 기업(20개) 엔비디아(NVDA), 테슬라(TSLA), 애플(AAPL), 버크셔 해서웨이 A(BRK.A), AMD(AMD)... ",2024-05,2024-05-20
20,"[美 주간탑] 엔비디아, 거래대금 45.7조원 1위.. 거래대금 상위 20선",https://www.itooza.com/common/iview.php?no=2024051309180043832,"이 밖에 테슬라(TSLA), 애플(AAPL), 버크셔 해서웨이 A(BRK.A), 아마존 닷컴(AMZN) 등도 거래대금이... ※ 평균 거래대금 상위 기업(20개) 엔비디아(NVDA), 테슬라(TSLA), 애플(AAPL), 버크셔 해서웨이 A(BRK.A)... ",2024-05,2024-05-13
21,"월가, 애플 실적에 &quot;역시 애플…주가 급등 가능성&quot;",https://news.einfomax.co.kr/news/articleView.html?idxno=4308423,임하람 특파원 = 3일(현지시간) 월가에서는 전일 발표된 애플(NAS:AAPL)의 실적에 대해 긍정적인 평가가... 관련 종목: 애플(NAS:AAPL) 본 기사는 인포맥스 금융정보 단말기에서 23시 32분에 서비스된 기사입니다.,2024-05,2024-05-04
22,"애플, 새 아이패드 광고에 대한 비난 쇄도로 주가 휘청",https://news.einfomax.co.kr/news/articleView.html?idxno=4309165,김 현 통신원 = 미국 IT 공룡 '애플'(NAS:AAPL)이 인공(AI) 탑재·고성능·초박형 태블릿PC를 앞세워 내놓은 새... 관련 종목: 애플(NAS:AAPL) chicagorho@yna.co.kr 본 기사는 인포맥스 금융정보 단말기에서 2시간 더 빠른 02시 59분에... ,2024-05,2024-05-11
23,"[美 주간탑] 엔비디아, 거래대금 67.1조원 1위.. 거래대금 상위 20선",https://www.itooza.com/common/iview.php?no=2024052709294673624,"이 밖에 테슬라(TSLA), AMD(AMD), 버크셔 해서웨이 A(BRK.A), 애플(AAPL) 등도 거래대금이 많았다.... ※ 평균 거래대금 상위 기업(20개) 엔비디아(NVDA), 테슬라(TSLA), AMD(AMD), 버크셔 해서웨이 A(BRK.A), 애플(AAPL)... ",2024-05,2024-05-27
24,"[美 주간탑] 엔비디아, 거래대금 49.5조원 1위.. 거래대금 상위 20선",https://www.itooza.com/common/iview.php?no=2024050708433881652,"이 밖에 테슬라(TSLA), 애플(AAPL), 아마존 닷컴(AMZN), AMD(AMD) 등도 거래대금이 많았다. 거래대금 상위... ※ 평균 거래대금 상위 기업(20개) 엔비디아(NVDA), 테슬라(TSLA), 애플(AAPL), 아마존 닷컴(AMZN), AMD(AMD)... ",2024-05,2024-05-07
25,"&quot;다시 주목받는 애플, 매그니피센트7 주도&quot;",https://news.einfomax.co.kr/news/articleView.html?idxno=4312905,"엔비디아(NAS:NVDA)에 빼앗긴 스포트라이트를 애플(NAS:AAPL)이 다시 받으면서 이른바 주요 기술기업 7곳을... 매그니피센트7은 엔비디아(NAS:NVDA), 알파벳 A(NAS:GOOGL), 아마존닷컴(NAS:AMZN), 애플(NAS:AAPL), 메타... ",2024-06,2024-06-12
26,"[美 주간탑] 엔비디아, 거래대금 80.1조원 1위.. 거래대금 상위 20선",https://www.itooza.com/common/iview.php?no=2024061008510961114,"이 밖에 테슬라(TSLA), 애플(AAPL), AMD(AMD), 버크셔 해서웨이 A(BRK.A) 등도 거래대금이 많았다.... ※ 평균 거래대금 상위 기업(20개) 엔비디아(NVDA), 테슬라(TSLA), 애플(AAPL), AMD(AMD), 버크셔 해서웨이 A(BRK.A)... ",2024-06,2024-06-10
27,"애플 주가, 장중 200달러 돌파…사상 최고치 경신 눈길",https://news.einfomax.co.kr/news/articleView.html?idxno=4312856,임하람 특파원 = 애플(NAS:AAPL)의 주가가 장중 사상 최고치를 경신했다. 뉴욕 애플스토어 [애플 제공] 11일... 관련 종목: 애플(NAS:AAPL) hrlim@yna.co.kr 본 기사는 인포맥스 금융정보 단말기에서 00시 10분에 서비스된... ,2024-06,2024-06-12
28,월가 CIO &quot;시총 1위 애플을 좋아하지 않는 까닭은&quot;,https://news.einfomax.co.kr/news/articleView.html?idxno=4313338,인포맥스 애플(NAS:AAPL)이 인공지능(AI) 버전을 발표한 뒤 5개월만에 시가총액 1위를 차지하는 등 월가가... 관련종목: 애플(NAS:AAPL) neo@yna.co.kr 본 기사는 인포맥스 금융정보 단말기에서 10시 18분에 서비스된... ,2024-06,2024-06-14
29,[오전 주요 국제금융뉴스] (10일),https://news.einfomax.co.kr/news/articleView.html?idxno=4312631,"(NAS:AAPL)의 2024 세계개발자회의(WWDC:Worldwide Developers Conference)가 월가 분석가들의 기대를 모으고... (NAS:AAPL), 메타 플랫폼스(페이스북)(NAS:META), 마이크로소프트(NAS:MSFT), 테슬라(NAS:TSLA) 등 이른바... ",2024-06,2024-06-10
30,[오전 주요 국제금융뉴스] (12일),https://news.einfomax.co.kr/news/articleView.html?idxno=4312975,A)의 주가가 11일(현지시간) 뉴욕증시에서 애플(NAS:AAPL)의 약진에도 되레 약세를 보였다. 연합... (NAS:AAPL)이 다시 받으면서 이른바 주요 기술기업 7곳을 가리키는 '매그니피센트7'을 주도할 것으로... ,2024-06,2024-06-12
31,&quot;주식 투자자 이번주 주목할 세 가지 이슈&quot;,http://www.opinionnews.co.kr/news/articleView.html?idxno=99895,"(NAS:AAPL)의 2024 세계개발자회의(WWDC) 등 3개의 이슈를 주식 투자자들이 주목해야 한다. 미국 연방준비제도(Fed 연준)의 통화정책 결정을 위한 연방공개시장위원회(FOMC) 정례회의, 소비자물가지수(CPI), 애플(NAS:AAPL)의... ",2024-06,2024-06-10
32,"[美 주간탑] 엔비디아, 거래대금 48.6조원 1위.. 거래대금 상위 20선",https://www.itooza.com/common/iview.php?no=2024061709095747504,"이 밖에 애플(AAPL), 테슬라(TSLA), 브로드컴(AVGO), AMD(AMD) 등도 거래대금이 많았다. 거래대금 상위... ※ 평균 거래대금 상위 기업(20개) 엔비디아(NVDA), 애플(AAPL), 테슬라(TSLA), 브로드컴(AVGO), AMD(AMD)... ",2024-06,2024-06-17
33,미 대표 ETF XLK 리밸런싱 임박…엔비디아 비중 급증 가능성,https://news.einfomax.co.kr/news/articleView.html?idxno=4313424,"현재 XLK에서 가장 덩치가 큰 종목은 애플(NAS:AAPL)과 마이크로소프트(NAS:MSFT)로, 각각 22.2% 비중을... 관련 종목: 테크놀로지 셀렉트 섹터 SPDR 펀드(NYSEARCA:XLK), 엔비디아(NAS:NVDA), 애플(NAS:AAPL)과 마이크로소프트(NAS... ",2024-06,2024-06-15
34,"[美 주간탑] 엔비디아, 거래대금 74.4조원 1위.. 거래대금 상위 20선",https://www.itooza.com/common/iview.php?no=2024062409033353807,"이 밖에 애플(AAPL), 브로드컴(AVGO), 테슬라(TSLA), 마이크로소프트(MSFT) 등도 거래대금이 많았다.... ※ 평균 거래대금 상위 기업(20개) 엔비디아(NVDA), 애플(AAPL), 브로드컴(AVGO), 테슬라(TSLA)... ",2024-06,2024-06-24
35,7월 31일 미국 뉴욕증시 장초반 상승 출발…S&amp;P 1.29%↑·나스닥종합 2.1...,http://www.topstarnews.net/news/articleView.html?idxno=15525705,"서학개미들이 많이 투자한 상위 10 종목 시황은 ◆ 테슬라(TSLA) 230.93달러(316,651원, 3.73%↑) ◆ 엔비디아(NVDA) 113.69달러(155,892원, 9.6%↑) ◆ 애플(AAPL) 222.44달러(305,010원, 1.66... ",2024-07,2024-07-31
36,"[美 주간탑] 테슬라, 거래대금 57.3조원 1위.. 거래대금 상위 20선",https://www.itooza.com/common/iview.php?no=2024071509091211174,"이 밖에 엔비디아(NVDA), 애플(AAPL), AMD(AMD), 마이크로소프트(MSFT) 등도 거래대금이 많았다. 거래대금... ※ 평균 거래대금 상위 기업(20개) 테슬라(TSLA), 엔비디아(NVDA), 애플(AAPL), AMD(AMD), 마이크로소프트... ",2024-07,2024-07-15
37,[미국주식] 7월 마법공식 30선,https://www.itooza.com/common/iview.php?no=2024072312294914836,"반면 민주당 의원들이 보유한 주식은 엔비디아(NVDA), 마이크로소프트(MFST), 애플(AAPL), 아마존(AMZN) 등... 애플(AAPL) ■ 마법공식 활용 ▷ 마법공식(자본수익률 &amp; 이익수익률) * 자본수익률(ROC) = EBIT / (순운전자본... ",2024-07,2024-07-24
38,"[美 주간탑] 엔비디아, 거래대금 48.6조원 1위.. 거래대금 상위 20선",https://www.itooza.com/common/iview.php?no=2024072908552146017,"이 밖에 테슬라(TSLA), 애플(AAPL), 마이크로소프트(MSFT), 아마존 닷컴(AMZN) 등도 거래대금이 많았다.... ※ 평균 거래대금 상위 기업(20개) 엔비디아(NVDA), 테슬라(TSLA), 애플(AAPL), 마이크로소프트(MSFT)... ",2024-07,2024-07-29
39,&quot;BofA가 매수하라고 강추한 기술주는&quot;,https://news.einfomax.co.kr/news/articleView.html?idxno=4318892,"(NAS:AAPL), 마이크로소프트(NAS:MSFT), 마이크론 테크놀로지(NAS:MU), 쇼피파이(NYS:SHOP), SEA(ADR)(NYS:SE) 등 일부... ◇애플(NAS:AAPL) BofA는 최근 아이폰 제조업체인 애플(NAS:AAPL)의 목표주가를 230달러에서 256달러로 상향... ",2024-07,2024-07-28
40,"[美 주간탑] 엔비디아, 거래대금 45.3조원 1위.. 거래대금 상위 20선",https://www.itooza.com/common/iview.php?no=2024072209025789154,"이 밖에 테슬라(TSLA), 애플(AAPL), AMD(AMD), 메타 플랫폼(META) 등도 거래대금이 많았다. 거래대금 상위... ※ 평균 거래대금 상위 기업(20개) 엔비디아(NVDA), 테슬라(TSLA), 애플(AAPL), AMD(AMD), 메타 플랫폼(META)... ",2024-07,2024-07-22
41,[오전 주요 국제금융뉴스] (30일),https://news.einfomax.co.kr/news/articleView.html?idxno=4319145,"(NAS:AAPL)이 반도체 주가를 견인할지에 관심이 몰리고 있다. 29일(현지시간) 연합인포맥스 해외 종목... idxno=4319082 ▲애플 &quot;AI 모델, 구글 칩으로 사전 학습&quot;…엔비디아 대안 찾나 - 애플(NAS:AAPL)은 자사의... ",2024-07,2024-07-30
42,"[美 주간탑] 테슬라, 거래대금 48.2조원 1위.. 거래대금 상위 20선",https://www.itooza.com/common/iview.php?no=2024070809013657080,"이 밖에 엔비디아(NVDA), 애플(AAPL), 아마존 닷컴(AMZN), AMD(AMD) 등도 거래대금이 많았다. 거래대금... ※ 평균 거래대금 상위 기업(20개) 테슬라(TSLA), 엔비디아(NVDA), 애플(AAPL), 아마존 닷컴(AMZN), AMD(AMD)... ",2024-07,2024-07-08
43,[오전 주요 국제금융뉴스] (10일),https://news.einfomax.co.kr/news/articleView.html?idxno=4316557,idxno=4316492 ▲BofA &quot;아이폰 출시 앞두고 주목해야 할 애플 협력사 4개는&quot; - 애플(NAS:AAPL)의 협력사인... (NAS:AAPL)이 9일(현지시간) 뉴욕 증시에서 상승하며 시가총액 3조5천억 달러를 돌파했다. 이날 애플 주가는... ,2024-07,2024-07-10
44,"애플, '사상 최고' 주가 행진…월가에서도 긍정 의견",https://news.einfomax.co.kr/news/articleView.html?idxno=4316606,"임하람 특파원 = 애플(NAS:AAPL)의 주가가 사상 최고치 수준을 유지하고 있다. 뉴욕 맨해튼 월스트리트... 관련 종목: 애플(NAS:AAPL), 테슬라(NAS:TSLA), 메타 플랫폼스(NAS:META), 아마존(NAS:AMZN), 알파벳(NAS:GOOGL)... ",2024-07,2024-07-11
45,CNBC &quot;BofA가 꼽은 미국에서 가장 중요한 주식들&quot;,https://news.einfomax.co.kr/news/articleView.html?idxno=4322131,"(NAS:AAPL), 제이피모간 체이스(NYS:JPM), 메타 플랫폼스(페이스북)(NAS:META), 유나이티드헬스 그룹(NYS:UNH)... '매그니피센트 7' 주식인 애플(NAS:AAPL)과 테슬라(NAS:TSLA)도 선정됐다. 애플 주식은 연초 대비 17% 상승했고... ",2024-08,2024-08-22
46,"[美 주간탑] 엔비디아, 거래대금 57.9조원 1위.. 거래대금 상위 20선",https://www.itooza.com/common/iview.php?no=2024081208381766673,"이 밖에 테슬라(TSLA), 애플(AAPL), 마이크로소프트(MSFT), 아마존 닷컴(AMZN) 등도 거래대금이 많았다.... ※ 평균 거래대금 상위 기업(20개) 엔비디아(NVDA), 테슬라(TSLA), 애플(AAPL), 마이크로소프트(MSFT)... ",2024-08,2024-08-12
47,"[美 주간탑] 엔비디아, 거래대금 66.2조원 1위.. 거래대금 상위 20선",https://www.itooza.com/common/iview.php?no=2024080508493701043,"이 밖에 테슬라(TSLA), 애플(AAPL), 마이크로소프트(MSFT), 아마존 닷컴(AMZN) 등도 거래대금이 많았다.... ※ 평균 거래대금 상위 기업(20개) 엔비디아(NVDA), 테슬라(TSLA), 애플(AAPL), 마이크로소프트(MSFT)... ",2024-08,2024-08-05
48,[오전 주요 국제금융뉴스] (13일),https://news.einfomax.co.kr/news/articleView.html?idxno=4321099,이 중 대부분이 애플(NAS:AAPL) 매도에서 비롯됐다고 분석했다. 버크셔 해서웨이는 올해 2분기에 애플... (NAS:AAPL)과 메타 플랫폼스(페이스북)(NAS:META)를 추천했다. 해당 종목들이 경기침체에도 견딜 수 있을... ,2024-08,2024-08-13
49,[미국주식] 2Q 실적 시즌 막바지...트리플 성장 10선,https://www.itooza.com/common/iview.php?no=2024082010502087650,"위 조건에 부합한 기업중 시가총액 상위 10개 기업은 애플(AAPL), 일라이 릴리(LLY), 프로그레시브(PGR), 부킹... 애플(AAPL) (발표일: 2024년 8월 1일, 분기: 2024년 3분기) 애플은 이번 분기 매출이 858억 달러로 전년 동기... ",2024-08,2024-08-21
50,"미국 뉴욕증시, PCE에 순응…S&amp;P 1.01%↑·나스닥종합 1.10%↑·다우존스...",http://www.topstarnews.net/news/articleView.html?idxno=15538487,"서학개미들이 많이 투자한 상위 10 종목 시황은 ◆ 테슬라(TSLA) 214.11달러(286,693원, 3.8%↑) ◆ 엔비디아(NVDA) 119.41달러(159,890원, 1.55%↑) ◆ 애플(AAPL) 229.달러(306,631원, 0.34%↓) ◆ 마이크로소프트... ",2024-08,2024-08-31
51,엔비디아 실적 앞두고 '애니멀 스피릿?'…개미·기관 엇갈린 전망,https://news.einfomax.co.kr/news/articleView.html?idxno=4323042,"골드만삭스는 이 같은 흐름은 헤지펀드와 뮤츄얼펀드가 엔비디아와 애플(NAS:AAPL) 주식을 매도한... 관련 종목: 엔비디아(NAS:NVDA), 반에크 반도체 ETF(NAS:SMH), 그래닛셰어즈 2배 롱엔비디아 데일리(NAS:NVDL), 애플(NAS:AAPL)... ",2024-08,2024-08-29
52,"[美 주간탑] 엔비디아, 거래대금 53.7조원 1위.. 거래대금 상위 20선",https://www.itooza.com/common/iview.php?no=2024082609055645970,"이 밖에 테슬라(TSLA), 애플(AAPL), AMD(AMD), 마이크로소프트(MSFT) 등도 거래대금이 많았다. 거래대금... ※ 평균 거래대금 상위 기업(20개) 엔비디아(NVDA), 테슬라(TSLA), 애플(AAPL), AMD(AMD), 마이크로소프트... ",2024-08,2024-08-26
53,"월가 독립리서치회사 &quot;애플, AI 기대 주가에 선반영&quot;",https://news.einfomax.co.kr/news/articleView.html?idxno=4321857,"애플 주가 일봉 차트: 인포맥스 제공 최근 가파른 상승세를 이어왔던 애플(NAS:AAPL)의 주가에 인공지능... 관련종목: 애플(NAS:AAPL),테슬라(NAS:TSLA) neo@yna.co.kr 본 기사는 인포맥스 금융정보 단말기에서 2시간 더 빠른... ",2024-08,2024-08-20
54,"[美 주간탑] 엔비디아, 거래대금 51.3조원 1위.. 거래대금 상위 20선",https://www.itooza.com/common/iview.php?no=2024081910440532028,"이 밖에 테슬라(TSLA), 애플(AAPL), 마이크로소프트(MSFT), 메타 플랫폼(META) 등도 거래대금이 많았다.... ※ 평균 거래대금 상위 기업(20개) 엔비디아(NVDA), 테슬라(TSLA), 애플(AAPL), 마이크로소프트(MSFT), 메타... ",2024-08,2024-08-19
55,9월 30일 미국 뉴욕증시 장초반 혼조 출발…S&amp;P 0.06%↓·나스닥종합 0.2...,http://www.topstarnews.net/news/articleView.html?idxno=15550572,"서학개미들이 많이 투자한 상위 10 종목 시황은 ◆ 테슬라(TSLA) 262.8달러(345,398원, 0.9%↑) ◆ 엔비디아(NVDA) 120.62달러(158,531원, 0.64%↓) ◆ 애플(AAPL) 231.83달러(304,694원, 1.77... ",2024-09,2024-09-30
56,Thrive Capital to Invest Over $1 Billion in OpenAI’s $6.5 Billion Fundi...,https://www.econotimes.com/Thrive-Capital-to-Invest-Over-1-Billion-in-OpenAIs-65-Billion-Funding-Round-1688891,"Other participants in the round include tech giants Microsoft (NASDAQ: MSFT), Apple (NASDAQ: AAPL), Nvidia (NASDAQ: NVDA), and Khosla Ventures. However, only Thrive has the option for further... ",2024-09,2024-09-28
57,"[美 주간탑] 엔비디아, 거래대금 54.9조원 1위.. 거래대금 상위 20선",https://www.itooza.com/common/iview.php?no=2024090909453324097,"이 밖에 테슬라(TSLA), 애플(AAPL), 마이크로소프트(MSFT), 아마존 닷컴(AMZN) 등도 거래대금이 많았다.... ※ 평균 거래대금 상위 기업(20개) 엔비디아(NVDA), 테슬라(TSLA), 애플(AAPL), 마이크로소프트(MSFT), 아마존... ",2024-09,2024-09-09
58,[오전 주요 국제금융뉴스] (10일),https://news.einfomax.co.kr/news/articleView.html?idxno=4324547,"▲&quot;애플, 매우 강력한 사이클 진입&quot;…주가는 시간외 소폭 상승 - 애플(NAS:AAPL)이 인공지능(AI) 기능을... (NAS:AAPL)로 교체했다고 밝혔다. https://news.einfomax.co.kr/news/articleView.html?idxno=4324515 ▲S&amp;P500 선물, 보합권... ",2024-09,2024-09-10
59,"월가, 애플에 '최선호 종목'…테슬라 지목도",https://news.einfomax.co.kr/news/articleView.html?idxno=4324620,"임하람 특파원 = 애플(NAS:AAPL)이 인공지능(AI) 기능을 탑재한 아이폰16 등 신제품을 발표한 가운데... 관련 종목: 애플(NAS:AAPL), 테슬라(NAS:TSLA), 팔란티어(NYS:PLTR) hrlim@yna.co.kr 본 기사는 인포맥스 금융정보 단말기에서... ",2024-09,2024-09-11
60,Apple Intelligence to Fuel AI Coin Rally as iPhone 16 Launch Sparks Inves...,https://www.econotimes.com/Apple-Intelligence-to-Fuel-AI-Coin-Rally-as-iPhone-16-Launch-Sparks-Investor-Excitement-1686432,AAPL Stock Sees 15% Spike on AI Announcement The AAPL stock price spiked by 15% in reaction to Apple's presentation of Apple Intelligence during the WWDC conference in early June. Analysts are... ,2024-09,2024-09-09
61,"[美 주간탑] 엔비디아, 거래대금 61.4조원 1위.. 거래대금 상위 20선",https://www.itooza.com/common/iview.php?no=2024090208522835205,"이 밖에 테슬라(TSLA), 애플(AAPL), 슈퍼 마이크로 컴퓨터(SMCI), 마이크로소프트(MSFT) 등도 거래대금이... ※ 평균 거래대금 상위 기업(20개) 엔비디아(NVDA), 테슬라(TSLA), 애플(AAPL), 슈퍼 마이크로 컴퓨터... ",2024-09,2024-09-02
